1.7864946	1
1.5891185	1
2.2510618	1
2.1450392	0
2.2510618	1
1.7864946	1
4.0884994	0
2.2510618	1
2.3167502	1
3.4677684	1
2.9995571	1
1.5788828	1
2.4576242	1
3.7200454	0
1.2228561	1
1.2526095	1
2.9337380	0
1.6648849	1
0.6562211	1
2.4048116	1
1.5788828	1
1.2138821	1
1.3246653	1
1.3760580	1
0.6083941	1
2.3506574	1
1.1828796	1
1.4395082	1
2.2510618	1
3.5753053	0
3.5753053	0
3.1428265	1
2.4715189	1
2.4842965	1
2.7302436	1
0.6722851	1
3.1614426	1
2.1412324	1
1.8666768	1
2.9995571	1
3.3136077	1
4.5166724	0
2.5280497	1
2.8259222	1
2.8259222	0
3.7200454	1
2.3506574	1
0.2748678	1
2.7302436	1
2.0043172	1
3.3604666	1
2.7302436	1
3.8715198	1
1.2131553	1
0.6845893	1
2.1043847	1
2.2510618	1
0.7009239	1
2.2770226	0
0.9201064	1
1.2138821	1
2.3506574	0
2.9371281	0
2.5582845	1
2.3911880	0
0.7009239	1
3.8715198	0
4.3722948	1
0.6846097	1
4.0338571	1
1.9778914	1
0.5515929	1
4.5128319	1
2.1450392	1
2.5932377	1
2.7721206	1
2.2510618	1
3.4677684	1
4.5166724	0
4.3722948	0
3.3604666	1
0.8501192	1
2.4053100	1
3.7200454	0
2.2770226	0
0.7009239	1
2.9995571	0
1.1828796	1
3.7200454	0
1.7596042	1
2.4048116	0
1.3246653	1
2.9371281	1
0.2748678	1
1.8480424	1
4.1730347	1
4.3722948	1
1.8666768	1
1.2138821	1
1.7717261	1
